--- Terminal on /dev/ttyACM1 | 115200 8-N-1
--- Available filters and text transformations: debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
aw_m,die_c,amb_c
5053458,-7.2791,37.3,28.07
5054179,-7.8651,37.3,28.06
5054900,-7.0312,38.3,28.06
5055621,-7.0989,38.3,28.05
5056342,-7.2791,37.3,28.04
5057063,-8.0003,37.3,28.04
5057784,-7.8425,37.3,28.03
5058505,-7.0087,37.3,28.03
5059226,-7.0087,37.3,28.02
5059947,-7.0087,37.3,28.02
5060668,-7.0087,37.3,28.02
5061389,-7.0087,37.3,28.01
5062110,-7.0087,37.3,28.01
5062831,-7.0087,37.3,28.00
5063552,-7.0087,37.3,28.00
5064273,-7.0087,37.3,27.99
5064994,-7.0087,37.3,27.99
5065715,-7.0087,37.3,27.98
5066436,-7.0087,38.3,27.98
5067157,-7.0087,37.3,27.97
5067878,-7.0087,37.3,27.97
5068599,-7.0087,37.3,27.96
5069320,-7.0087,37.3,27.95
5070041,-7.0087,37.3,27.95
5070762,-7.0087,37.3,27.95
5071483,-7.0087,37.3,27.94
5072204,-7.0087,37.3,27.93
5072925,-7.0087,37.3,27.93
5073646,-7.0087,37.3,27.92
5074367,-7.0087,37.3,27.92
5075088,-7.3017,37.3,27.91
5075809,-7.0763,37.3,27.91
5076530,-6.9186,37.3,27.90
5077251,-7.0538,37.3,27.90
5077972,-6.8284,37.3,27.90
5078693,-6.9862,37.3,27.89
5079414,-7.1439,37.3,27.88
5080135,-7.0989,37.3,27.88
5080856,-7.2791,37.3,27.87
5081577,-7.2341,37.3,27.87
5082298,-7.2115,37.3,27.87
5083019,-7.1665,37.3,27.86
5083740,-6.7383,37.3,27.86
5084461,-7.1214,37.3,27.85
5085182,-7.1214,37.3,27.85
5085903,-7.1214,37.3,27.85
5086624,-7.1214,37.3,27.84
5087345,-7.1214,37.3,27.83
5088066,-7.1214,37.3,27.83
5088787,-7.1214,37.3,27.82
5089508,-7.1214,37.3,27.81
5090229,-7.1214,37.3,27.81
5090950,-7.1214,37.3,27.80
5091671,-7.1214,37.3,27.80
5092392,-7.1214,37.3,27.79
5093113,-7.1214,37.3,27.79
5093834,-7.1214,37.3,27.78
5094555,-7.1214,37.3,27.78
5095276,-7.1214,37.3,27.77
5095997,-7.1214,37.3,27.77
5096718,-7.1214,37.3,27.76
5097439,-7.1214,37.3,27.76
5098160,-7.1214,37.3,27.76
5098881,-7.1214,37.3,27.75
5099602,-7.1214,37.3,27.75
5100323,-7.1214,37.3,27.74
5101044,-7.1214,37.3,27.74
5101765,-6.3777,37.3,27.74
5102486,-6.8960,37.3,27.73
5103207,-6.6481,37.3,27.73
5103928,-7.0989,37.3,27.72
5104649,-7.2341,37.3,27.72
5105370,-7.2566,37.3,27.71
5106091,-6.3552,37.3,27.71
5106812,-7.0763,37.3,27.70
5107533,-7.0538,37.3,27.69
5108254,-7.9102,37.3,27.69
5108975,-7.0312,37.3,27.69
5109696,-7.4144,37.3,27.69
5110417,-7.6848,37.3,27.68
5111138,-6.9411,37.3,27.68
5111859,-7.1214,37.3,27.67
5112580,-7.1214,37.3,27.66
5113301,-7.1214,37.3,27.66
# [n=7000] mean=-6.1997 m  sigma=1.8487 m  die=37.3 C  CalVal=-38
5114022,-7.1214,37.3,27.66
5114743,-7.1214,37.3,27.65
5115464,-7.1214,37.3,27.65
5116185,-7.1214,37.3,27.64
5116906,-7.1214,37.3,27.63
5117627,-7.1214,37.3,27.63
5118348,-7.1214,37.3,27.63
5119069,-7.1214,37.3,27.63
5119790,-7.1214,37.3,27.62
5120511,-7.1214,37.3,27.61
5121232,-7.1214,37.3,27.61
5121953,-7.1214,37.3,27.60
5122674,-7.1214,37.3,27.60
5123395,-7.1214,37.3,27.59
5124116,-7.1214,37.3,27.59
5124837,-7.1214,37.3,27.58
5125558,-7.1214,37.3,27.58
5126279,-7.1214,37.3,27.57
5127000,-7.1214,37.3,27.57
5127721,-7.1214,37.3,27.56
5128442,-7.0989,37.3,27.55
5129163,-7.1439,37.3,27.55
5129884,-6.8510,37.3,27.54
5130605,-7.0312,37.3,27.54
5131326,-7.2341,37.3,27.54
5132047,-6.9411,37.3,27.53
5132768,-7.8651,37.3,27.53
5133489,-7.2341,37.3,27.53
5134210,-7.1214,37.3,27.52
5134931,-7.3918,37.3,27.51
5135652,-6.8510,37.3,27.51
5136373,-7.7524,37.3,27.51
5137094,-6.3101,37.3,27.50
5137815,-6.8059,37.3,27.50
5138536,-7.0763,37.3,27.50
5139257,-7.0763,37.3,27.49
5139978,-7.0763,37.3,27.49
5140699,-7.0763,37.3,27.48
5141420,-7.0763,37.3,27.47
5142141,-7.0763,37.3,27.47
5142862,-7.0763,37.3,27.47
5143583,-7.0763,37.3,27.47
5144304,-7.0763,37.3,27.46
5145025,-7.0763,37.3,27.45
5145746,-7.0763,37.3,27.45
5146467,-7.0763,37.3,27.45
5147188,-7.0763,37.3,27.44
5147909,-7.0763,37.3,27.44
5148630,-7.0763,37.3,27.43
5149351,-7.0763,37.3,27.43
5150072,-7.0763,37.3,27.42
5150793,-7.0763,37.3,27.42
5151514,-7.0763,37.3,27.41
5152235,-7.0763,36.3,27.41
5152956,-7.0763,37.3,27.41
5153677,-7.0763,37.3,27.40
5154398,-7.0763,37.3,27.40
5155119,-7.7975,37.3,27.39
5155840,-7.9778,37.3,27.39
5156561,-7.4369,37.3,27.39
5157282,-7.6848,37.3,27.38
5158003,-8.0904,36.3,27.38
5158724,-7.8876,37.3,27.37
5159445,-7.6172,37.3,27.37
5160166,-7.5721,37.3,27.36
5160887,-7.5721,37.3,27.36
5161608,-7.2115,36.3,27.36
5162329,-7.9327,36.3,27.35
5163050,-6.8960,37.3,27.35
5163771,-7.1214,37.3,27.34
5164492,-6.8735,37.3,27.34
5165213,-7.3693,37.3,27.34
5165934,-7.3693,37.3,27.33
5166655,-7.3693,37.3,27.33
5167376,-7.3693,37.3,27.33
5168097,-7.3693,37.3,27.32
5168818,-7.3693,37.3,27.31
5169539,-7.3693,37.3,27.31
5170260,-7.3693,36.3,27.31
5170981,-7.3693,36.3,27.30
5171702,-7.3693,36.3,27.30
5172423,-7.3693,36.3,27.29
5173144,-7.3693,36.3,27.29
5173865,-7.3693,36.3,27.28
5174586,-7.3693,36.3,27.28
5175307,-7.3693,36.3,27.28
5176028,-7.3693,36.3,27.27
5176749,-7.3693,37.3,27.26
5177470,-7.3693,36.3,27.26
5178191,-7.3693,36.3,27.26
5178912,-7.3693,36.3,27.26
5179633,-7.3693,37.3,27.25
5180354,-7.3693,37.3,27.24
5181075,-7.3693,37.3,27.25
5181796,-7.3693,37.3,27.23
5182517,-6.9186,36.3,27.23
5183238,-7.7073,36.3,27.23
5183959,-6.8059,36.3,27.22
5184680,-7.7299,36.3,27.22
5185401,-7.7524,36.3,27.21
# [n=7100] mean=-6.2144 m  sigma=1.8401 m  die=36.3 C  CalVal=-38
5186122,-6.8960,36.3,27.21
5186843,-7.7975,37.3,27.21
5187564,-7.7524,37.3,27.20
5188285,-6.9186,37.3,27.20
5189006,-7.2341,37.3,27.19
5189727,-7.7749,36.3,27.19
5190448,-6.9862,37.3,27.19
5191169,-6.7834,36.3,27.18
5191890,-7.5721,37.3,27.18
5192611,-7.5721,37.3,27.18
5193332,-7.5721,37.3,27.17
5194053,-7.5721,36.3,27.16
5194774,-7.5721,36.3,27.16
5195495,-7.5721,36.3,27.16
5196216,-7.5721,36.3,27.15
5196937,-7.5721,36.3,27.15
5197658,-7.5721,37.3,27.15
5198379,-7.5721,36.3,27.14
5199100,-7.5721,36.3,27.14
5199821,-7.5721,36.3,27.14
5200542,-7.5721,37.3,27.13
5201263,-7.5721,36.3,27.13
5201984,-7.5721,36.3,27.12
5202705,-7.5721,36.3,27.12
5203426,-7.5721,36.3,27.12
5204147,-7.5721,36.3,27.12
5204868,-7.5721,37.3,27.11
5205589,-7.5721,37.3,27.11
5206310,-7.5721,37.3,27.11
5207031,-7.5721,36.3,27.10
5207752,-7.5721,36.3,27.09
5208473,-7.1214,36.3,27.09
5209194,-6.3552,36.3,27.09
5209915,-7.5721,36.3,27.08
5210636,-7.1665,36.3,27.08
5211357,-6.9186,36.3,27.07
5212078,-7.7749,36.3,27.07
5212799,-7.9327,36.3,27.06
5213520,-6.8735,37.3,27.06
5214241,-7.3017,36.3,27.06
5214962,-6.3777,36.3,27.05
5215683,-6.8735,36.3,27.05
5216404,-7.8876,36.3,27.05
5217125,-7.2115,36.3,27.05
5217846,-7.0087,36.3,27.04
5218567,-7.0312,37.3,27.04
5219288,-7.0312,36.3,27.03
5220009,-7.0312,36.3,27.03
5220730,-7.0312,36.3,27.02
5221451,-7.0312,36.3,27.02
5222172,-7.0312,36.3,27.01
5222893,-7.0312,36.3,27.01
5223614,-7.0312,36.3,27.01
5224335,-7.0312,37.3,27.00
5225056,-7.0312,37.3,27.00
5225777,-7.0312,37.3,26.99
5226498,-7.0312,37.3,26.99
5227219,-7.0312,36.3,26.99
5227940,-7.0312,36.3,26.98
5228661,-7.0312,37.3,26.98
5229382,-7.0312,36.3,26.97
5230103,-7.0312,37.3,26.97
5230824,-7.0312,37.3,26.97
5231545,-7.0312,36.3,26.97
5232266,-7.0312,36.3,26.97
5232987,-7.0312,36.3,26.96
5233708,-7.0312,36.3,26.95
5234429,-7.0312,36.3,26.95
5235150,-7.6172,36.3,26.95
5235871,-7.5496,36.3,26.95
5236592,-7.7975,36.3,26.94
5237313,-7.7749,36.3,26.94
5238034,-7.1214,36.3,26.92
5238755,-7.3468,36.3,26.92
5239476,-7.0763,36.3,26.93
5240197,-7.6848,36.3,26.92
5240918,-7.5721,37.3,26.91
5241639,-7.0538,36.3,26.91
5242360,-7.3242,36.3,26.90
5243081,-6.9411,36.3,26.90
5243802,-6.6031,36.3,26.90
5244523,-7.1890,36.3,26.89
5245244,-7.8200,36.3,26.89
5245965,-7.8200,36.3,26.88
5246686,-7.8200,36.3,26.88
5247407,-7.8200,36.3,26.88
5248128,-7.8200,36.3,26.87
5248849,-7.8200,36.3,26.87
5249570,-7.8200,36.3,26.87
5250291,-7.8200,36.3,26.86
5251012,-7.8200,36.3,26.86
5251733,-7.8200,36.3,26.85
5252454,-7.8200,36.3,26.85
5253175,-7.8200,36.3,26.85
5253896,-7.8200,36.3,26.84
5254617,-7.8200,36.3,26.84
5255338,-7.8200,36.3,26.84
5256059,-7.8200,36.3,26.83
5256780,-7.8200,36.3,26.83
5257501,-7.8200,36.3,26.83
# [n=7200] mean=-6.2306 m  sigma=1.8328 m  die=36.3 C  CalVal=-38
5258222,-7.8200,36.3,26.82
5258943,-7.8200,36.3,26.81
5259664,-7.8200,37.3,26.81
5260385,-7.8200,36.3,26.80
5261106,-7.8200,37.3,26.80
5261827,-7.3242,37.3,26.80
5262548,-7.7749,37.3,26.80
5263269,-7.6397,36.3,26.79
5263990,-7.0087,36.3,26.79
5264711,-6.7157,36.3,26.79
5265432,-8.0003,36.3,26.78
5266153,-7.3017,36.3,26.78
5266874,-7.7749,36.3,26.77
5267595,-7.0087,36.3,26.77
5268316,-7.9327,36.3,26.77
5269037,-7.5270,36.3,26.76
5269758,-7.8651,36.3,26.76
5270479,-7.8651,36.3,26.75
5271200,-7.4144,36.3,26.75
5271921,-7.7524,36.3,26.75
5272642,-7.7524,36.3,26.75
5273363,-7.7524,36.3,26.74
5274084,-7.7524,36.3,26.74
5274805,-7.7524,36.3,26.74
5275526,-7.7524,36.3,26.73
5276247,-7.7524,36.3,26.73
5276968,-7.7524,36.3,26.73
5277689,-7.7524,36.3,26.72
5278410,-7.7524,36.3,26.72
5279131,-7.7524,36.3,26.72
5279852,-7.7524,36.3,26.71
5280573,-7.7524,36.3,26.71
5281294,-7.7524,36.3,26.71
5282015,-7.7524,36.3,26.70
5282736,-7.7524,36.3,26.70
5283457,-7.7524,36.3,26.70
5284178,-7.7524,36.3,26.69
5284899,-7.7524,36.3,26.69
5285620,-7.7524,36.3,26.68
5286341,-7.7524,36.3,26.68
5287062,-7.7524,36.3,26.67
5287783,-7.7524,36.3,26.67
5288504,-7.2115,36.3,26.67
5289225,-7.1214,36.3,26.66
5289946,-7.7299,36.3,26.66
5290667,-6.7834,36.3,26.66
5291388,-7.9102,36.3,26.65
5292109,-7.0312,36.3,26.65
5292830,-6.8735,35.3,26.65
5293551,-8.2933,36.3,26.64
5294272,-6.8510,36.3,26.64
5294993,-7.6848,36.3,26.63
5295714,-7.4369,36.3,26.63
5296435,-7.3017,35.3,26.63
5297156,-7.0538,36.3,26.62
5297877,-7.2115,36.3,26.62
5298598,-7.1665,36.3,26.61
5299319,-7.1665,36.3,26.62
5300040,-7.1665,36.3,26.62
5300761,-7.1665,36.3,26.61
5301482,-7.1665,36.3,26.60
5302203,-7.1665,36.3,26.60
5302924,-7.1665,36.3,26.60
5303645,-7.1665,36.3,26.59
5304366,-7.1665,36.3,26.58
5305087,-7.1665,36.3,26.58
5305808,-7.1665,36.3,26.58
5306529,-7.1665,36.3,26.58
5307250,-7.1665,36.3,26.57
5307971,-7.1665,36.3,26.57
5308692,-7.1665,36.3,26.57
5309413,-7.1665,36.3,26.56
5310134,-7.1665,36.3,26.56
5310855,-7.1665,36.3,26.56
5311576,-7.1665,36.3,26.55
5312297,-7.1665,36.3,26.55
5313018,-7.1665,36.3,26.55
5313739,-7.1665,36.3,26.55
5314460,-7.1665,36.3,26.54
5315181,-7.0312,36.3,26.53
5315902,-6.8735,36.3,26.53
5316623,-7.0538,36.3,26.52
5317344,-8.2257,36.3,26.52
5318065,-6.7157,36.3,26.52
5318786,-7.8876,36.3,26.51
5319507,-6.9186,36.3,26.51
5320228,-7.7299,36.3,26.50
5320949,-7.7073,36.3,26.50
5321670,-7.8200,36.3,26.50
5322391,-7.4144,36.3,26.49
5323112,-7.3468,36.3,26.49
5323833,-7.5496,36.3,26.49
5324554,-6.9636,36.3,26.49
5325275,-7.3017,36.3,26.48
5325996,-7.3017,36.3,26.48
5326717,-7.3017,36.3,26.48
5327438,-7.3017,36.3,26.47
5328159,-7.3017,36.3,26.47
5328880,-7.3017,36.3,26.47
5329601,-7.3017,36.3,26.47
# [n=7300] mean=-6.2472 m  sigma=1.8262 m  die=36.3 C  CalVal=-39
5330322,-7.3017,36.3,26.46
5331043,-7.3017,36.3,26.46
5331764,-7.3017,36.3,26.46
5332485,-7.3017,36.3,26.45
5333206,-7.3017,36.3,26.45
5333927,-7.3017,36.3,26.45
5334648,-7.3017,36.3,26.44
5335369,-7.3017,36.3,26.44
5336090,-7.3017,36.3,26.44
5336811,-7.3017,36.3,26.43
5337532,-7.3017,36.3,26.43
5338253,-7.3017,36.3,26.42
5338974,-7.3017,36.3,26.42
5339695,-7.3017,35.3,26.42
5340416,-7.3017,36.3,26.42
5341137,-7.3017,35.3,26.41
5341858,-7.5045,36.3,26.41
5342579,-6.9862,35.3,26.40
5343300,-6.7383,36.3,26.40
5344021,-6.8059,35.3,26.40
5344742,-6.9411,35.3,26.39
5345463,-6.8960,36.3,26.39
5346184,-6.8735,36.3,26.39
5346905,-7.0989,36.3,26.39
5347626,-7.0763,35.3,26.38
5348347,-7.0312,35.3,26.38
5349068,-7.7975,36.3,26.38
5349789,-7.0538,36.3,26.37
5350510,-6.9186,36.3,26.37
5351231,-7.1439,35.3,26.37
5351952,-7.2115,36.3,26.36
5352673,-7.2115,36.3,26.36
5353394,-7.2115,36.3,26.36
5354115,-7.2115,36.3,26.36
5354836,-7.2115,36.3,26.35
5355557,-7.2115,36.3,26.35
5356278,-7.2115,36.3,26.34
5356999,-7.2115,36.3,26.34
5357720,-7.2115,36.3,26.34
5358441,-7.2115,36.3,26.34
5359162,-7.2115,36.3,26.33
5359883,-7.2115,36.3,26.33
5360604,-7.2115,36.3,26.32
5361325,-7.2115,36.3,26.32
5362046,-7.2115,36.3,26.32
5362767,-7.2115,36.3,26.32
5363488,-7.2115,36.3,26.31
5364209,-7.2115,36.3,26.31
5364930,-7.2115,36.3,26.31
5365651,-7.2115,36.3,26.30
5366372,-7.2115,36.3,26.30
5367093,-7.2115,36.3,26.30
5367814,-7.2115,36.3,26.29
5368535,-6.4453,36.3,26.29
5369256,-7.5496,35.3,26.29
5369977,-7.8200,35.3,26.28
5370698,-7.3468,35.3,26.28
5371419,-7.0989,36.3,26.27
5372140,-7.8425,35.3,26.27
5372861,-7.3918,35.3,26.26
5373582,-6.8960,36.3,26.27
5374303,-6.9186,36.3,26.26
5375024,-7.7073,36.3,26.26
5375745,-7.1665,36.3,26.25
5376466,-7.2791,36.3,26.25
5377187,-7.7975,36.3,26.25
5377908,-6.9636,35.3,26.24
5378629,-6.8284,35.3,26.23
5379350,-6.8284,35.3,26.24
5380071,-6.8284,35.3,26.23
5380792,-6.8284,35.3,26.23
5381513,-6.8284,35.3,26.23
5382234,-6.8284,35.3,26.23
5382955,-6.8284,35.3,26.22
5383676,-6.8284,35.3,26.22
5384397,-6.8284,36.3,26.21
5385118,-6.8284,35.3,26.21
5385839,-6.8284,35.3,26.21
5386560,-6.8284,36.3,26.20
5387281,-6.8284,36.3,26.20
5388002,-6.8284,35.3,26.20
5388723,-6.8284,35.3,26.20
5389444,-6.8284,35.3,26.19
5390165,-6.8284,36.3,26.19
5390886,-6.8284,36.3,26.18
5391607,-6.8284,36.3,26.18
5392328,-6.8284,36.3,26.18
5393049,-6.8284,36.3,26.17
5393770,-6.8284,36.3,26.18
5394491,-6.8284,35.3,26.17
5395212,-7.1439,36.3,26.17
5395933,-6.8960,35.3,26.16
5396654,-7.7524,36.3,26.16
5397375,-7.9327,36.3,26.15
5398096,-7.7073,35.3,26.15
5398817,-7.7073,35.3,26.15
5399538,-7.0087,36.3,26.15
5400259,-7.6623,35.3,26.14
5400980,-7.7749,35.3,26.14
5401701,-7.8651,35.3,26.14
# [n=7400] mean=-6.2595 m  sigma=1.8172 m  die=35.3 C  CalVal=-39
5402422,-8.1130,35.3,26.14
5403143,-7.0087,35.3,26.13
5403864,-7.3242,35.3,26.13
5404585,-7.8200,35.3,26.13
5405306,-7.3918,35.3,26.12
5406027,-7.3918,35.3,26.12
5406748,-7.3918,35.3,26.12
5407469,-7.3918,35.3,26.11
5408190,-7.3918,35.3,26.11
5408911,-7.3918,35.3,26.11
5409632,-7.3918,35.3,26.11
5410353,-7.3918,35.3,26.10
5411074,-7.3918,35.3,26.10
5411795,-7.3918,35.3,26.10
5412516,-7.3918,35.3,26.10
5413237,-7.3918,35.3,26.09
5413958,-7.3918,35.3,26.09
5414679,-7.3918,35.3,26.09
5415400,-7.3918,35.3,26.09
5416121,-7.3918,36.3,26.08
5416842,-7.3918,36.3,26.08
5417563,-7.3918,35.3,26.08
5418284,-7.3918,35.3,26.07
5419005,-7.3918,35.3,26.07
5419726,-7.3918,35.3,26.07
5420447,-7.3918,35.3,26.06
5421168,-5.8143,35.3,26.06
5421889,-7.3693,35.3,26.06
5422610,-7.6623,35.3,26.05
5423331,-6.8510,35.3,26.06
5424052,-7.8200,35.3,26.05
5424773,-7.0989,35.3,26.05
5425494,-7.1439,35.3,26.05
5426215,-7.0538,35.3,26.04
5426936,-7.7524,35.3,26.04
5427657,-7.1890,35.3,26.03
5428378,-6.9636,35.3,26.03
5429099,-7.1214,35.3,26.03
5429820,-6.6031,35.3,26.03
5430541,-8.0003,35.3,26.03
5431262,-6.8960,35.3,26.02
5431983,-6.4904,35.3,26.02
5432704,-6.4904,35.3,26.01
5433425,-6.4904,35.3,26.01
5434146,-6.4904,35.3,26.01
5434867,-6.4904,35.3,26.00
5435588,-6.4904,35.3,26.00
5436309,-6.4904,36.3,26.00
5437030,-6.4904,36.3,26.00
5437751,-6.4904,35.3,25.99
5438472,-6.4904,35.3,25.99
5439193,-6.4904,35.3,25.99
5439914,-6.4904,35.3,25.98
5440635,-6.4904,35.3,25.98
5441356,-6.4904,35.3,25.98
5442077,-6.4904,35.3,25.98
5442798,-6.4904,35.3,25.97
5443519,-6.4904,35.3,25.97
5444240,-6.4904,35.3,25.97
5444961,-6.4904,35.3,25.97
5445682,-6.4904,35.3,25.96
5446403,-6.4904,35.3,25.96
5447124,-6.4904,35.3,25.96
5447845,-6.6481,35.3,25.96
5448566,-6.7608,35.3,25.95
5449287,-7.5721,35.3,25.95
5450008,-6.8284,35.3,25.95
5450729,-7.1439,35.3,25.94
5451450,-7.1665,35.3,25.93
5452171,-7.9327,35.3,25.94
5452892,-6.9862,35.3,25.93
5453613,-7.0989,35.3,25.93
5454334,-7.7975,35.3,25.92
5455055,-6.8735,35.3,25.92
5455776,-6.9186,36.3,25.92
5456497,-7.6623,36.3,25.92
5457218,-7.6623,35.3,25.91
5457939,-7.0538,35.3,25.91
5458660,-15.6400,35.3,25.91
5459381,-15.6400,35.3,25.91
5460102,-15.6400,35.3,25.90
5460823,-15.6400,35.3,25.89
5461544,-15.6400,35.3,25.90
5462265,-15.6400,35.3,25.89
5462986,-15.6400,35.3,25.89
5463707,-15.6400,35.3,25.89
5464428,-15.6400,35.3,25.88
5465149,-15.6400,35.3,25.88
5465870,-15.6400,35.3,25.87
5466591,-15.6400,35.3,25.88
5467312,-15.6400,35.3,25.87
5468033,-15.6400,35.3,25.87
5468754,-15.6400,35.3,25.87
5469475,-15.6400,35.3,25.87
5470196,-15.6400,35.3,25.87
5470917,-15.6400,35.3,25.86
5471638,-15.6400,35.3,25.86
5472359,-15.6400,35.3,25.86
5473080,-15.6400,35.3,25.85
5473801,-15.6400,34.3,25.85
# [n=7500] mean=-6.2954 m  sigma=1.8773 m  die=34.3 C  CalVal=-39
5474522,-6.5805,35.3,25.85
5475243,-6.8059,34.3,25.85
5475964,-7.6623,35.3,25.84
5476685,-7.7524,35.3,25.84
5477406,-7.7299,35.3,25.84
5478127,-7.0989,35.3,25.83
5478848,-7.5270,35.3,25.83
5479569,-6.8510,35.3,25.83
5480290,-7.9102,35.3,25.82
5481011,-7.6397,35.3,25.83
5481732,-6.6256,35.3,25.82
5482453,-6.9186,35.3,25.82
5483174,-7.0312,35.3,25.81
5483895,-7.1214,35.3,25.81
5484616,-7.6848,35.3,25.81
5485337,-7.6848,35.3,25.81
5486058,-7.6848,35.3,25.80
5486779,-7.6848,35.3,25.80
5487500,-7.6848,35.3,25.80
5488221,-7.6848,35.3,25.80
5488942,-7.6848,35.3,25.79
5489663,-7.6848,35.3,25.79
5490384,-7.6848,35.3,25.79
5491105,-7.6848,35.3,25.79
5491826,-7.6848,35.3,25.79
5492547,-7.6848,35.3,25.79
5493268,-7.6848,35.3,25.78
5493989,-7.6848,35.3,25.78
5494710,-7.6848,35.3,25.77
5495431,-7.6848,35.3,25.77
5496152,-7.6848,35.3,25.77
5496873,-7.6848,35.3,25.77
5497594,-7.6848,35.3,25.77
5498315,-7.6848,35.3,25.76
5499036,-7.6848,35.3,25.76
5499757,-7.6848,35.3,25.76
5500478,-7.6848,35.3,25.75
5501199,-7.7299,35.3,25.75
5501920,-6.7834,35.3,25.75
5502641,-7.1890,35.3,25.75
5503362,-6.8510,35.3,25.74
5504083,-7.0087,35.3,25.74
5504804,-6.8284,35.3,25.74
5505525,-7.4820,35.3,25.73
5506246,-7.7524,35.3,25.73
5506967,-6.5805,35.3,25.73
5507688,-6.8960,35.3,25.73
5508409,-7.7299,35.3,25.73
5509130,-6.9186,35.3,25.72
5509851,-7.3693,35.3,25.72
5510572,-7.0312,35.3,25.71
5511293,-6.8059,35.3,25.71
5512014,-6.8059,35.3,25.71
5512735,-6.8059,35.3,25.71
5513456,-6.8059,35.3,25.70
5514177,-6.8059,35.3,25.71
5514898,-6.8059,35.3,25.70
5515619,-6.8059,35.3,25.70
5516340,-6.8059,34.3,25.70
5517061,-6.8059,35.3,25.69
5517782,-6.8059,35.3,25.70
5518503,-6.8059,35.3,25.69
5519224,-6.8059,34.3,25.69
5519945,-6.8059,35.3,25.69
5520666,-6.8059,35.3,25.68
5521387,-6.8059,35.3,25.68
5522108,-6.8059,35.3,25.68
5522829,-6.8059,35.3,25.68
5523550,-6.8059,35.3,25.67
5524271,-6.8059,35.3,25.67
5524992,-6.8059,35.3,25.67
5525713,-6.8059,35.3,25.66
5526434,-6.8059,34.3,25.66
5527155,-6.8059,35.3,25.67
5527876,-6.7608,35.3,25.66
5528597,-7.6848,35.3,25.66
5529318,-7.7975,35.3,25.65
5530039,-7.5270,35.3,25.65
5530760,-7.0087,35.3,25.64
5531481,-7.4820,35.3,25.64
5532202,-6.9411,35.3,25.64
5532923,-6.6481,35.3,25.64
5533644,-7.3918,35.3,25.64
5534365,-7.0538,35.3,25.64
5535086,-7.4144,35.3,25.63
5535807,-6.8735,35.3,25.63
5536528,-7.3693,35.3,25.62
5537249,-7.9102,34.3,25.62
5537970,-6.3326,34.3,25.62
5538691,-6.3326,35.3,25.62
5539412,-6.3326,35.3,25.61
5540133,-6.3326,35.3,25.61
5540854,-6.3326,35.3,25.61
5541575,-6.3326,35.3,25.60
5542296,-6.3326,35.3,25.60
5543017,-6.3326,34.3,25.60
5543738,-6.3326,34.3,25.60
5544459,-6.3326,34.3,25.60
5545180,-6.3326,34.3,25.59
5545901,-6.3326,34.3,25.59
# [n=7600] mean=-6.3064 m  sigma=1.8682 m  die=34.3 C  CalVal=-39
5546622,-6.3326,34.3,25.59
5547343,-6.3326,34.3,25.58
5548064,-6.3326,34.3,25.58
5548785,-6.3326,35.3,25.58
5549506,-6.3326,35.3,25.58
5550227,-6.3326,35.3,25.57
5550948,-6.3326,35.3,25.57
5551669,-6.3326,35.3,25.57
5552390,-6.3326,35.3,25.57
5553111,-6.3326,35.3,25.57
5553832,-6.3326,34.3,25.56
5554553,-7.3918,35.3,25.56
5555274,-7.6848,34.3,25.56
5555995,-7.1890,34.3,25.55
5556716,-6.9411,35.3,25.56
5557437,-6.8735,35.3,25.56
5558158,-7.2115,35.3,25.55
5558879,-6.6707,35.3,25.54
5559600,-7.1214,35.3,25.54
5560321,-7.4369,35.3,25.54
5561042,-6.5805,34.3,25.54
5561763,-6.9862,34.3,25.54
5562484,-6.9636,34.3,25.53
5563205,-6.5129,35.3,25.53
5563926,-6.8059,34.3,25.53
5564647,-6.6707,35.3,25.53
5565368,-6.6707,35.3,25.52
5566089,-6.6707,35.3,25.53
5566810,-6.6707,35.3,25.52
5567531,-6.6707,35.3,25.52
5568252,-6.6707,35.3,25.52
5568973,-6.6707,35.3,25.51
5569694,-6.6707,35.3,25.52
5570415,-6.6707,35.3,25.51
5571136,-6.6707,35.3,25.51
5571857,-6.6707,34.3,25.51
5572578,-6.6707,34.3,25.50
5573299,-6.6707,35.3,25.50
5574020,-6.6707,35.3,25.50
5574741,-6.6707,34.3,25.50
5575462,-6.6707,34.3,25.50
5576183,-6.6707,34.3,25.49
5576904,-6.6707,34.3,25.49
5577625,-6.6707,34.3,25.49
5578346,-6.6707,34.3,25.49
5579067,-6.6707,34.3,25.48
5579788,-6.6707,34.3,25.48
5580509,-6.6707,35.3,25.48
5581230,-7.6172,35.3,25.47
5581951,-6.8284,35.3,25.47
5582672,-7.4594,35.3,25.48
5583393,-7.5947,34.3,25.47
5584114,-6.8059,34.3,25.47
5584835,-7.0763,34.3,25.46
5585556,-6.8059,34.3,25.46
5586277,-7.7975,34.3,25.46
5586998,-7.2341,34.3,25.46
5587719,-7.5721,34.3,25.45
5588440,-6.7834,34.3,25.45
5589161,-7.7975,35.3,25.45
5589882,-7.8200,34.3,25.45
5590603,-7.5947,34.3,25.45
5591324,-7.8651,35.3,25.44
5592045,-7.8651,35.3,25.44
5592766,-7.8651,34.3,25.44
5593487,-7.8651,34.3,25.44
